manufacturer,unit_model,model_type,unit_serial_number,gps_datetime,gps_origin,gps_datum,gps_latitude,gps_longitude
KOMATSU,PC200,8,C66675,2016-08-12T01:02:00+07:00,measure,WGS84,-2.960433,119.946633
KOMATSU,PC200,8,C66674,2015-01-11T01:30:00+07:00,measure,WGS84,-3.597299,115.8408
KOMATSU,PC200,8,C66673,2016-02-14T09:02:00+07:00,measure,WGS84,-0.570499,127.611933
KOMATSU,PC200,8,C66671,2019-01-10T01:29:00+07:00,measure,WGS84,-1.874099,111.394199
KOMATSU,PC200,8,C66670,2019-01-10T01:32:00+07:00,measure,WGS84,-0.172399,117.110366
KOMATSU,PC200,8,C66669,2018-10-24T01:26:00+07:00,measure,WGS84,-4.3534,121.518099
KOMATSU,PC200,8,C66667,2016-04-03T03:18:00+09:00,measure,WGS84,-0.822933,131.403567
KOMATSU,PC200,8,C66666,2015-07-08T05:59:00+07:00,measure,WGS84,-4.675,121.495833
KOMATSU,PC200,8,C66665,2019-01-10T03:22:00+09:00,measure,WGS84,-4.222533,121.573866
KOMATSU,PC200,8,C66664,2015-12-28T03:30:00+08:00,measure,WGS84,-1.8907,113.470333
KOMATSU,PC200,8,C66662,2016-08-25T02:12:00+08:00,measure,WGS84,-1.793466,109.9588
KOMATSU,PC200,8,C66661,2016-05-16T01:04:00+07:00,measure,WGS84,2.2975,116.952833
KOMATSU,PC200,8,C66657,2018-09-26T01:25:00+07:00,measure,WGS84,-6.3169,107.109433
KOMATSU,PC200,8,C66656,2019-01-10T01:21:00+07:00,measure,WGS84,-3.863266,104.787866
KOMATSU,PC200,8,C66651,2016-10-01T01:30:00+07:00,measure,WGS84,-2.1944,104.566466
KOMATSU,PC200,8,C66649,2017-07-12T01:42:00+07:00,measure,WGS84,-4.658966,105.276033
KOMATSU,PC200,8,C66640,1980-01-01T08:00:00+08:00,measure,WGS84,0.0,0.0
KOMATSU,PC200,8,C66638,2015-09-30T17:53:00+08:00,measure,WGS84,-1.554566,113.615299
KOMATSU,PC200,8,C66637,2015-01-22T10:05:00+08:00,measure,WGS84,-1.549333,113.615333
KOMATSU,PC200,8,C66636,2017-08-25T08:28:00+08:00,measure,WGS84,-2.213499,113.03
KOMATSU,PC200,8,C66629,2018-12-17T01:01:00+07:00,measure,WGS84,-5.097899,120.237233
KOMATSU,PC200,8,C66628,2014-11-16T23:18:00+07:00,measure,WGS84,-4.743966,122.008033
KOMATSU,PC200,8,C66627,2017-08-27T02:03:00+08:00,measure,WGS84,-5.042833,119.509167
KOMATSU,PC200,8,C66624,2017-01-04T01:59:00+08:00,measure,WGS84,-6.938433,109.321599
KOMATSU,PC200,8,C66623,2019-01-10T02:24:00+08:00,measure,WGS84,0.692032,111.8364
KOMATSU,PC200,8,C66622,2019-01-10T02:00:00+08:00,measure,WGS84,0.692133,111.841266
KOMATSU,PC200,8,C66616,2019-01-10T01:03:00+07:00,measure,WGS84,-4.550999,104.526633
KOMATSU,PC200,8,C66615,2018-12-02T01:06:00+07:00,measure,WGS84,-4.564899,104.524033
KOMATSU,PC200,8,C66614,2017-06-22T01:44:00+07:00,measure,WGS84,-6.746033,106.801599
KOMATSU,PC200,8,C66612,2015-01-25T10:47:00+07:00,measure,WGS84,-1.736733,121.770366
KOMATSU,PC200,8,C66611,2018-05-08T17:07:00+07:00,measure,WGS84,-6.468466,106.915
KOMATSU,PC200,8,C66609,2018-10-16T01:10:00+07:00,measure,WGS84,-3.433932,126.999666
KOMATSU,PC200,8,C66608,2019-01-10T01:12:00+07:00,measure,WGS84,-6.442466,110.751933
KOMATSU,PC200,8,C66603,2016-04-19T03:16:00+09:00,measure,WGS84,-2.841466,133.140166
KOMATSU,PC200,8,C66602,2019-01-03T00:54:00+07:00,measure,WGS84,0.818266,111.0002
KOMATSU,PC200,8,C66600,2015-06-13T08:53:00+07:00,measure,WGS84,0.824366,118.754266
KOMATSU,PC200,8,C66599,2018-08-06T01:29:00+07:00,measure,WGS84,0.824466,118.754167
KOMATSU,PC200,8,C66598,2016-12-18T01:47:00+07:00,measure,WGS84,-0.301067,117.320999
KOMATSU,PC200,8,C66597,2016-08-03T01:38:00+07:00,measure,WGS84,-0.695633,100.5933
KOMATSU,PC200,8,C66596,2015-05-30T01:42:00+07:00,measure,WGS84,-1.5234,100.685732
KOMATSU,PC200,8,C66595,2019-01-08T01:13:00+07:00,measure,WGS84,0.150033,115.282566
KOMATSU,PC200,8,C66592,2015-09-25T01:14:00+07:00,measure,WGS84,-4.533333,103.840966
KOMATSU,PC200,8,C66591,2018-05-25T01:31:00+07:00,measure,WGS84,-4.859199,139.495299
KOMATSU,PC200,8,C66589,2019-01-09T01:18:00+07:00,measure,WGS84,-8.535033,140.457166
KOMATSU,PC200,8,C66586,2016-10-21T12:21:00+07:00,measure,WGS84,-2.6969,108.028366
KOMATSU,PC200,8,C66585,2019-01-10T01:09:00+07:00,measure,WGS84,2.089199,117.411667
KOMATSU,PC200,8,C66576,2018-08-13T01:43:00+07:00,measure,WGS84,-3.016699,104.749966
KOMATSU,PC200,8,C66575,2018-12-16T08:45:00+07:00,measure,WGS84,-2.856699,115.2602
KOMATSU,PC200,8,C66574,2019-01-06T23:00:00+07:00,measure,WGS84,-6.7039,106.907566
KOMATSU,PC200,8,C66571,2015-04-18T13:29:00+07:00,measure,WGS84,-0.641199,115.607766
KOMATSU,PC200,8,C66568,2018-09-25T01:30:00+07:00,measure,WGS84,0.249366,100.491833
KOMATSU,PC200,8,C66562,2016-03-06T01:10:00+07:00,measure,WGS84,-3.615266,133.735399
KOMATSU,PC200,8,C66561,2015-05-17T01:30:00+07:00,measure,WGS84,1.345732,116.753932
KOMATSU,PC200,8,C66560,2011-12-04T01:23:00+07:00,measure,WGS84,-0.868567,134.132766
KOMATSU,PC200,8,C66559,2018-02-06T03:24:00+09:00,measure,WGS84,1.445732,124.931766
KOMATSU,PC200,8,C66558,2014-09-13T11:31:00+08:00,measure,WGS84,-2.537566,112.936067
KOMATSU,PC200,8,C66557,2019-01-10T01:43:00+07:00,measure,WGS84,0.925666,104.437133
KOMATSU,PC200,8,C66556,2019-01-10T06:28:00+09:00,measure,WGS84,-3.948699,120.090833
KOMATSU,PC200,8,C66553,2019-01-10T01:33:00+07:00,measure,WGS84,-3.030366,108.199433
KOMATSU,PC200,8,C66552,2016-04-21T18:27:00+07:00,measure,WGS84,3.458766,98.202566
KOMATSU,PC200,8,C66546,2018-11-05T01:29:00+07:00,measure,WGS84,0.249433,100.491833
KOMATSU,PC200,8,C66544,2018-12-17T01:02:00+07:00,measure,WGS84,-1.685366,105.989167
KOMATSU,PC200,8,C66543,2019-01-10T01:00:00+07:00,measure,WGS84,-2.844366,108.261699
KOMATSU,PC200,8,C66538,2019-01-10T01:17:00+07:00,measure,WGS84,-6.755166,106.829699
KOMATSU,PC200,8,C66537,2017-08-14T13:46:00+07:00,measure,WGS84,-1.656133,105.846933
KOMATSU,PC200,8,C66536,2018-12-11T17:13:00+07:00,measure,WGS84,2.545166,96.282333
KOMATSU,PC200,8,C66534,2018-07-11T01:14:00+07:00,measure,WGS84,-2.929966,119.105266
KOMATSU,PC200,8,C66530,2019-01-10T00:52:00+07:00,measure,WGS84,-1.558832,103.576699
KOMATSU,PC200,8,C66529,2019-01-10T01:17:00+07:00,measure,WGS84,-4.362399,119.639333
KOMATSU,PC200,8,C66527,2017-06-09T01:27:00+07:00,measure,WGS84,-6.4469,106.609033
KOMATSU,PC200,8,C66526,2019-01-10T01:34:00+07:00,measure,WGS84,-6.448433,106.609566
KOMATSU,PC200,8,C66525,2014-04-28T02:16:00+07:00,measure,WGS84,-6.445033,106.608099
KOMATSU,PC200,8,C66519,2015-10-07T01:38:00+07:00,measure,WGS84,0.569199,99.203232
KOMATSU,PC200,8,C66514,2016-06-22T03:01:00+09:00,measure,WGS84,-2.9219,119.392199
KOMATSU,PC200,8,C66513,2019-01-09T11:17:00+07:00,measure,WGS84,-3.8782,119.661566
KOMATSU,PC200,8,C66512,2015-03-25T02:23:00+08:00,measure,WGS84,-0.196033,117.101332
KOMATSU,PC200,8,C66511,2018-02-09T03:36:00+09:00,measure,WGS84,0.837533,127.371699
KOMATSU,PC200,8,C66510,2018-11-27T03:18:00+09:00,measure,WGS84,-3.562967,122.198932
KOMATSU,PC200,8,C66506,2019-01-09T01:04:00+07:00,measure,WGS84,-5.588832,105.754933
KOMATSU,PC200,8,C66504,2017-12-19T01:30:00+07:00,measure,WGS84,-5.431099,105.292367
KOMATSU,PC200,8,C66498,2016-08-15T22:10:00+07:00,measure,WGS84,0.502766,101.417799
KOMATSU,PC200,8,C66497,2016-07-02T01:07:00+07:00,measure,WGS84,0.502566,101.417799
KOMATSU,PC200,8,C66496,2014-09-18T01:13:00+07:00,measure,WGS84,0.9563,102.988966
KOMATSU,PC200,8,C66494,2019-01-09T01:28:00+07:00,measure,WGS84,-3.399966,126.951566
KOMATSU,PC200,8,C66492,2018-02-20T01:08:00+07:00,measure,WGS84,-2.918433,114.485966
KOMATSU,PC200,8,C66491,2016-11-30T15:04:00+07:00,measure,WGS84,-2.9469,114.453932
KOMATSU,PC200,8,C66489,2018-05-11T02:22:00+08:00,measure,WGS84,-0.913666,117.097733
KOMATSU,PC200,8,C66488,2018-12-22T01:02:00+07:00,measure,WGS84,2.9608,99.805732
KOMATSU,PC200,8,C66486,2016-06-03T01:16:00+07:00,measure,WGS84,-6.601266,106.154899
KOMATSU,PC200,8,C66481,2018-08-02T01:11:00+07:00,measure,WGS84,0.985166,102.639099
KOMATSU,PC200,8,C66480,2016-07-19T17:30:00+07:00,measure,WGS84,-0.346699,102.874867
KOMATSU,PC200,8,C66479,2019-01-10T03:22:00+09:00,measure,WGS84,-3.6415,133.7401
KOMATSU,PC200,8,C66478,2019-01-10T03:12:00+09:00,measure,WGS84,-4.233066,136.494333
KOMATSU,PC200,8,C66477,2016-09-04T01:27:00+07:00,measure,WGS84,-4.779033,120.015499
KOMATSU,PC200,8,C66476,2015-10-05T02:14:00+08:00,measure,WGS84,-5.5826,119.6875
KOMATSU,PC200,8,C66473,2013-02-10T12:44:00+08:00,measure,WGS84,-0.923466,117.087833
KOMATSU,PC200,8,C66472,2017-02-02T02:30:00+08:00,measure,WGS84,-6.976799,109.986866
KOMATSU,PC200,8,C66471,2015-08-11T00:59:00+07:00,measure,WGS84,-3.362433,105.779333
KOMATSU,PC200,8,C66461,2019-01-10T01:38:00+07:00,measure,WGS84,-2.889299,104.731466
KOMATSU,PC200,8,C66460,2015-10-28T01:20:00+07:00,measure,WGS84,-6.791099,107.987533
KOMATSU,PC200,8,C66458,2017-04-04T02:24:00+08:00,measure,WGS84,-6.460833,106.459833
KOMATSU,PC200,8,C66457,2015-07-09T13:18:00+08:00,measure,WGS84,-0.220766,117.335033
KOMATSU,PC200,8,C66456,2018-12-24T02:30:00+08:00,measure,WGS84,-1.226799,113.481566
KOMATSU,PC200,8,C66454,2012-06-12T09:47:00+08:00,measure,WGS84,-0.222933,117.147133
KOMATSU,PC200,8,C66453,2019-01-10T02:34:00+08:00,measure,WGS84,-6.898333,109.8046
KOMATSU,PC200,8,C66452,2017-06-18T23:02:00+07:00,measure,WGS84,-6.95,107.690033
KOMATSU,PC200,8,C66451,2018-12-20T17:28:00+07:00,measure,WGS84,-6.943366,107.689899
KOMATSU,PC200,8,C66449,2017-02-13T01:32:00+07:00,measure,WGS84,-6.125333,106.778466
KOMATSU,PC200,8,C66448,2017-10-27T01:23:00+07:00,measure,WGS84,-3.563133,104.812733
KOMATSU,PC200,8,C66447,2017-02-27T16:47:00+07:00,measure,WGS84,-7.389633,112.219633
KOMATSU,PC200,8,C66435,2015-07-14T18:12:00+08:00,measure,WGS84,-3.957899,119.677866
KOMATSU,PC200,8,C66434,2014-12-14T08:46:00+07:00,measure,WGS84,1.132066,117.9945
KOMATSU,PC200,8,C66433,2019-01-10T01:24:00+07:00,measure,WGS84,3.088266,117.233433
KOMATSU,PC200,8,C66432,2017-11-13T00:06:00+08:00,measure,WGS84,-3.904299,115.0133
KOMATSU,PC200,8,C66431,2018-11-08T01:24:00+07:00,measure,WGS84,-3.996432,105.1569
KOMATSU,PC200,8,C66430,2017-12-23T02:37:00+08:00,measure,WGS84,-2.157066,115.523466
KOMATSU,PC200,8,C66426,2019-01-10T02:26:00+08:00,measure,WGS84,-1.226633,113.4814
KOMATSU,PC200,8,C66425,2019-01-10T01:21:00+07:00,measure,WGS84,-2.197799,119.4513
KOMATSU,PC200,8,C66424,2019-01-10T01:08:00+07:00,measure,WGS84,-6.625499,107.717133
KOMATSU,PC200,8,C66415,2011-08-20T16:55:00+08:00,measure,WGS84,-3.105833,115.095266
KOMATSU,PC200,8,C66414,2015-02-27T06:16:00+07:00,measure,WGS84,-0.504366,117.235666
KOMATSU,PC200,8,C66412,2015-07-10T10:58:00+08:00,measure,WGS84,-2.575633,115.300033
KOMATSU,PC200,8,C66411,2019-01-10T01:26:00+07:00,measure,WGS84,-2.237967,115.472
KOMATSU,PC200,8,C66410,2019-01-04T01:22:00+07:00,measure,WGS84,-0.312967,116.960132
KOMATSU,PC200,8,C66409,2016-08-18T01:05:00+07:00,measure,WGS84,-4.563166,105.039633
KOMATSU,PC200,8,C66408,2018-11-22T00:19:00+07:00,measure,WGS84,-0.667899,117.229532
KOMATSU,PC200,8,C66395,2018-12-29T17:33:00+08:00,measure,WGS84,-3.344433,102.110599
KOMATSU,PC200,8,C66394,2015-08-14T02:21:00+08:00,measure,WGS84,-1.870299,133.150833
KOMATSU,PC200,8,C66393,2019-01-10T02:37:00+08:00,measure,WGS84,-3.549966,122.197866
KOMATSU,PC200,8,C66392,2019-01-09T01:18:00+08:00,measure,WGS84,0.9995,109.229167
KOMATSU,PC200,8,C66390,2019-01-10T01:08:00+07:00,measure,WGS84,-1.140433,131.265399
KOMATSU,PC200,8,C66389,2018-10-15T14:32:00+07:00,measure,WGS84,-6.229066,106.954466
KOMATSU,PC200,8,C66387,2014-04-01T10:20:00+07:00,measure,WGS84,-3.209532,115.150933
KOMATSU,PC200,8,C66378,2013-11-17T03:59:00+07:00,measure,WGS84,-3.0284,106.5163
KOMATSU,PC200,8,C66377,2017-12-04T01:04:00+07:00,measure,WGS84,-7.506766,109.210233
KOMATSU,PC200,8,C66374,2016-04-16T01:00:00+07:00,measure,WGS84,-2.491833,106.363633
KOMATSU,PC200,8,C66373,2019-01-10T01:28:00+07:00,measure,WGS84,-7.327233,112.732799
KOMATSU,PC200,8,C66372,2018-03-15T01:30:00+07:00,measure,WGS84,-2.6376,111.802367
KOMATSU,PC200,8,C66371,2015-05-07T00:50:00+07:00,measure,WGS84,-1.552632,111.309899
KOMATSU,PC200,8,C66370,2015-04-21T01:23:00+07:00,measure,WGS84,-1.542066,111.2871
KOMATSU,PC200,8,C66355,2019-01-10T01:23:00+07:00,measure,WGS84,-10.589266,121.882266
KOMATSU,PC200,8,C66345,2015-11-27T02:00:00+08:00,measure,WGS84,-0.316332,117.031833
KOMATSU,PC200,8,C66328,2019-01-10T01:19:00+07:00,measure,WGS84,-5.042466,119.509066
KOMATSU,PC200,8,C66327,2019-01-09T01:01:00+07:00,measure,WGS84,-4.249532,103.0165
KOMATSU,PC200,8,C66326,2016-03-07T01:14:00+07:00,measure,WGS84,-3.360633,105.787733
KOMATSU,PC200,8,C66325,2018-12-22T01:30:00+07:00,measure,WGS84,-3.0475,104.742899
KOMATSU,PC200,8,C66324,2017-08-23T17:27:00+07:00,measure,WGS84,-5.515266,105.438932
KOMATSU,PC200,8,C66318,2016-01-26T07:23:00+07:00,measure,WGS84,1.335066,117.127399
KOMATSU,PC200,8,C66317,2019-01-10T01:20:00+07:00,measure,WGS84,-6.443066,106.6064
KOMATSU,PC200,8,C66316,2019-01-10T00:59:00+07:00,measure,WGS84,-6.4469,106.609333
KOMATSU,PC200,8,C66315,2019-01-10T01:38:00+07:00,measure,WGS84,-6.443366,106.6077
KOMATSU,PC200,8,C66314,2019-01-10T01:14:00+07:00,measure,WGS84,-6.466133,106.630433
KOMATSU,PC200,8,C66312,2019-01-09T01:01:00+07:00,measure,WGS84,-0.616166,100.7951
KOMATSU,PC200,8,C66311,2016-12-27T01:30:00+07:00,measure,WGS84,0.394033,99.434
KOMATSU,PC200,8,C66308,2017-03-06T18:33:00+07:00,measure,WGS84,-5.377833,105.1864
KOMATSU,PC200,8,C66304,2016-08-04T01:07:00+07:00,measure,WGS84,-4.690966,103.257333
KOMATSU,PC200,8,C66302,2019-01-10T01:01:00+07:00,measure,WGS84,-2.894867,121.082367
KOMATSU,PC200,8,C66299,2019-01-10T01:05:00+07:00,measure,WGS84,-2.444167,116.363366
KOMATSU,PC200,8,C66297,2016-06-24T16:04:00+07:00,measure,WGS84,-1.118466,121.9434
KOMATSU,PC200,8,C66292,2017-04-12T01:23:00+07:00,measure,WGS84,-7.332933,108.1777
KOMATSU,PC200,8,C66290,2013-12-17T20:31:00+08:00,measure,WGS84,3.6826,117.544966
KOMATSU,PC200,8,C66288,2019-01-10T01:09:00+07:00,measure,WGS84,-2.137266,121.476599
KOMATSU,PC200,8,C66285,2015-08-08T18:12:00+07:00,measure,WGS84,-5.308033,105.4802
KOMATSU,PC200,8,C66284,2013-02-24T06:39:00+07:00,measure,WGS84,-0.702299,117.020966
KOMATSU,PC200,8,C66281,2015-10-11T17:43:00+08:00,measure,WGS84,3.533266,116.624033
KOMATSU,PC200,8,C66280,2013-02-19T10:13:00+08:00,measure,WGS84,3.374899,117.132666
KOMATSU,PC200,8,C66278,2017-05-10T02:07:00+08:00,measure,WGS84,3.682866,117.544867
KOMATSU,PC200,8,C66276,2017-05-22T01:10:00+07:00,measure,WGS84,-8.719233,116.085599
KOMATSU,PC200,8,C66275,2019-01-10T01:02:00+07:00,measure,WGS84,-6.3795,107.289233
KOMATSU,PC200,8,C66273,2017-09-06T01:59:00+08:00,measure,WGS84,3.545333,116.9658
KOMATSU,PC200,8,C66269,2019-01-10T01:17:00+07:00,measure,WGS84,-7.712899,113.569099
KOMATSU,PC200,8,C66267,2018-11-10T01:42:00+07:00,measure,WGS84,-2.1495,103.971667
KOMATSU,PC200,8,C66266,2018-11-17T01:18:00+07:00,measure,WGS84,-6.8832,107.893699
KOMATSU,PC200,8,C66265,2018-12-20T08:45:00+07:00,measure,WGS84,-1.014466,115.026233
KOMATSU,PC200,8,C66262,2019-01-10T01:01:00+07:00,measure,WGS84,-2.184366,111.4369
KOMATSU,PC200,8,C66261,2018-12-14T16:21:00+07:00,measure,WGS84,-5.151099,119.596699
KOMATSU,PC200,8,C66260,2019-01-09T01:03:00+07:00,measure,WGS84,-5.8082,132.908633
KOMATSU,PC200,8,C66259,2019-01-10T02:29:00+08:00,measure,WGS84,-0.635966,114.501199
KOMATSU,PC200,8,C66256,2017-01-25T21:15:00+07:00,measure,WGS84,-0.879299,131.3308
KOMATSU,PC200,8,C66254,2013-01-12T14:12:00+07:00,measure,WGS84,-3.043333,130.305
KOMATSU,PC200,8,C66249,2018-04-17T09:57:00+07:00,measure,WGS84,-7.349099,112.730566
KOMATSU,PC200,8,C66248,2017-05-13T17:10:00+08:00,measure,WGS84,-2.821466,122.125566
KOMATSU,PC200,8,C66247,2019-01-10T01:00:00+07:00,measure,WGS84,-3.264099,140.970266
KOMATSU,PC200,8,C66246,2016-02-07T15:22:00+08:00,measure,WGS84,-5.254766,119.671166
KOMATSU,PC200,8,C66243,2015-10-24T10:10:00+09:00,measure,WGS84,-3.285066,140.9496
KOMATSU,PC200,8,C66237,2019-01-09T14:43:00+07:00,measure,WGS84,-7.3608,112.630132
KOMATSU,PC200,8,C66233,2018-12-05T01:21:00+07:00,measure,WGS84,-3.030366,108.199433
KOMATSU,PC200,8,C66230,2019-01-10T01:35:00+07:00,measure,WGS84,-0.269566,114.727166
KOMATSU,PC200,8,C66229,2019-01-09T14:51:00+07:00,measure,WGS84,0.123232,102.124532
KOMATSU,PC200,8,C66216,2018-07-11T01:16:00+07:00,measure,WGS84,-0.960833,102.7114
KOMATSU,PC200,8,C66211,2016-12-01T14:21:00+07:00,measure,WGS84,-6.214333,106.855999
KOMATSU,PC200,8,C66208,2019-01-10T01:01:00+07:00,measure,WGS84,1.181366,100.661266
KOMATSU,PC200,8,C66207,1980-01-01T07:00:00+07:00,measure,WGS84,0.0,0.0
KOMATSU,PC200,8,C66206,2018-11-16T23:49:00+07:00,measure,WGS84,-2.889199,104.7314
KOMATSU,PC200,8,C66205,2017-04-04T20:29:00+07:00,measure,WGS84,-2.895233,104.731033
KOMATSU,PC200,8,C66204,2016-02-29T01:11:00+07:00,measure,WGS84,-1.391033,103.842967
KOMATSU,PC200,8,C66200,2019-01-10T01:22:00+07:00,measure,WGS84,-1.652233,105.800599
KOMATSU,PC200,8,C66199,2015-11-04T01:06:00+07:00,measure,WGS84,-7.187266,113.240766
KOMATSU,PC200,8,C66188,2018-12-20T01:11:00+07:00,measure,WGS84,-6.9114,112.451799
KOMATSU,PC200,8,C66187,2017-01-29T23:10:00+07:00,measure,WGS84,-1.313666,101.332967
KOMATSU,PC200,8,C66186,2016-04-28T01:19:00+07:00,measure,WGS84,-6.996766,110.042066
KOMATSU,PC200,8,C66185,2015-02-19T01:33:00+08:00,measure,WGS84,0.818433,117.589966
KOMATSU,PC200,8,C66184,2012-01-18T02:32:00+08:00,measure,WGS84,0.803133,117.5782
KOMATSU,PC200,8,C66183,2018-04-13T01:38:00+07:00,measure,WGS84,-3.017066,104.748966
KOMATSU,PC200,8,C66181,2019-01-07T17:54:00+07:00,measure,WGS84,1.038567,104.469532
KOMATSU,PC200,8,C66180,2016-06-23T06:51:00+07:00,measure,WGS84,-5.357299,119.454
KOMATSU,PC200,8,C66179,2017-06-27T16:02:00+07:00,measure,WGS84,-3.475366,130.716566
KOMATSU,PC200,8,C66178,2017-11-18T01:40:00+07:00,measure,WGS84,0.578699,101.397766
KOMATSU,PC200,8,C66177,2019-01-10T01:29:00+07:00,measure,WGS84,-0.520933,101.081067
KOMATSU,PC200,8,C66175,2018-01-31T00:04:00+07:00,measure,WGS84,-6.786233,107.989433
KOMATSU,PC200,8,C66173,2016-11-28T10:09:00+08:00,measure,WGS84,-5.427233,121.934
KOMATSU,PC200,8,C66171,2015-08-04T17:00:00+08:00,measure,WGS84,-5.427266,121.9345
KOMATSU,PC200,8,C66170,2018-03-28T08:18:00+08:00,measure,WGS84,-4.029966,122.5275
KOMATSU,PC200,8,C66169,2018-01-22T01:31:00+08:00,measure,WGS84,-5.427367,121.933567
KOMATSU,PC200,8,C66168,2017-11-24T02:36:00+08:00,measure,WGS84,1.855499,117.819633
KOMATSU,PC200,8,C66167,2019-01-10T02:44:00+08:00,measure,WGS84,0.901633,114.776233
KOMATSU,PC200,8,C66166,2019-01-10T02:29:00+08:00,measure,WGS84,2.167933,117.322533
KOMATSU,PC200,8,C66164,2015-09-06T01:02:00+07:00,measure,WGS84,-0.4627,102.721332
KOMATSU,PC200,8,C66160,2017-11-27T02:39:00+08:00,measure,WGS84,-2.902933,121.973533
KOMATSU,PC200,8,C66146,2019-01-09T02:18:00+08:00,measure,WGS84,-3.268699,114.974666
KOMATSU,PC200,8,C66145,2017-01-23T02:24:00+08:00,measure,WGS84,-1.222533,119.434066
KOMATSU,PC200,8,C66144,2014-12-17T00:19:00+08:00,measure,WGS84,-4.820966,121.802967
KOMATSU,PC200,8,C66143,2018-12-30T08:30:00+08:00,measure,WGS84,-0.833133,115.533533
KOMATSU,PC200,8,C66140,2019-01-10T01:08:00+08:00,measure,WGS84,-3.822632,120.046067
KOMATSU,PC200,8,C66133,2018-12-29T02:06:00+08:00,measure,WGS84,-7.661533,111.363966
KOMATSU,PC200,8,C66130,2019-01-10T02:04:00+08:00,measure,WGS84,-3.284366,114.554099
KOMATSU,PC200,8,C66127,2018-12-19T00:57:00+07:00,measure,WGS84,-5.2744,121.829633
KOMATSU,PC200,8,C66125,2014-12-22T02:59:00+09:00,measure,WGS84,1.055233,121.434366
KOMATSU,PC200,8,C66124,2015-12-19T01:59:00+08:00,measure,WGS84,1.244199,125.052999
KOMATSU,PC200,8,C66123,2017-08-12T03:01:00+09:00,measure,WGS84,0.546099,120.766833
KOMATSU,PC200,8,C66110,2016-03-31T16:23:00+07:00,measure,WGS84,4.225999,117.330033
KOMATSU,PC200,8,C66108,2019-01-10T03:37:00+09:00,measure,WGS84,-4.1838,121.593232
KOMATSU,PC200,8,C66106,2015-02-24T02:24:00+08:00,measure,WGS84,-0.766366,114.39
KOMATSU,PC200,8,C66105,2015-05-06T01:37:00+08:00,measure,WGS84,-1.540433,113.615366
KOMATSU,PC200,8,C66089,2014-04-03T15:07:00+08:00,measure,WGS84,-0.026366,116.431599
KOMATSU,PC200,8,C66088,2017-10-02T09:17:00+07:00,measure,WGS84,0.578832,101.398099
KOMATSU,PC200,8,C66087,2019-01-10T00:48:00+07:00,measure,WGS84,-1.382399,101.252433
KOMATSU,PC200,8,C66086,2017-10-02T14:28:00+07:00,measure,WGS84,0.578932,101.397899
KOMATSU,PC200,8,C66085,2016-02-26T03:20:00+09:00,measure,WGS84,-3.435266,119.350233
KOMATSU,PC200,8,C66047,2015-02-24T02:34:00+08:00,measure,WGS84,-1.553366,113.615433
KOMATSU,PC200,8,C66045,2015-09-11T10:26:00+08:00,measure,WGS84,-1.5545,113.615366
KOMATSU,PC200,8,C66044,2017-06-15T02:35:00+08:00,measure,WGS84,2.753567,117.3396
KOMATSU,PC200,8,C66042,2018-03-04T08:48:00+08:00,measure,WGS84,-3.383366,115.746799
KOMATSU,PC200,8,C66040,2017-07-18T07:39:00+07:00,measure,WGS84,-6.242299,106.921067
KOMATSU,PC200,8,C66034,2017-02-07T01:20:00+07:00,measure,WGS84,-4.405333,122.1857
KOMATSU,PC200,8,C66033,2018-06-06T11:56:00+07:00,measure,WGS84,-8.288866,140.421067
KOMATSU,PC200,8,C66029,2018-11-26T06:05:00+08:00,measure,WGS84,-2.007333,115.144433
KOMATSU,PC200,8,C66026,2018-12-21T01:10:00+07:00,measure,WGS84,-2.943433,119.174466
KOMATSU,PC200,8,C66024,2019-01-10T00:59:00+07:00,measure,WGS84,-0.962399,121.824066
KOMATSU,PC200,8,C66023,2019-01-10T01:32:00+07:00,measure,WGS84,-6.0851,106.999766
KOMATSU,PC200,8,C66021,2019-01-09T00:59:00+08:00,measure,WGS84,-6.899933,109.8064
KOMATSU,PC200,8,C66015,2017-03-01T01:39:00+07:00,measure,WGS84,-1.3775,113.471332
KOMATSU,PC200,8,C66014,2018-11-28T17:02:00+07:00,measure,WGS84,-7.549033,110.784066
KOMATSU,PC200,8,C66013,2018-02-11T15:17:00+07:00,measure,WGS84,-6.959,110.0033
KOMATSU,PC200,8,C66011,2018-03-16T09:16:00+08:00,measure,WGS84,-4.03,122.527566
KOMATSU,PC200,8,C66007,2018-09-20T01:38:00+08:00,measure,WGS84,-4.029966,122.527533
KOMATSU,PC200,8,C66006,2019-01-10T02:03:00+08:00,measure,WGS84,-3.0295,115.096233
KOMATSU,PC200,8,C65997,2018-05-02T01:03:00+07:00,measure,WGS84,-10.4539,121.881766
KOMATSU,PC200,8,C65993,2019-01-09T22:54:00+07:00,measure,WGS84,-7.191766,112.663232
KOMATSU,PC200,8,C65992,2016-05-18T01:20:00+07:00,measure,WGS84,-6.273866,106.556766
KOMATSU,PC200,8,C65982,2015-01-30T01:15:00+07:00,measure,WGS84,0.903366,118.297533
KOMATSU,PC200,8,C65981,2018-09-23T22:55:00+07:00,measure,WGS84,-7.400999,109.1959
KOMATSU,PC200,8,C65935,2019-01-10T01:03:00+07:00,measure,WGS84,-2.560132,119.284099
KOMATSU,PC200,8,C65915,2018-03-09T01:32:00+07:00,measure,WGS84,-6.794266,107.439633
