manufacturer,unit_model,model_type,unit_serial_number,gps_datetime,gps_latitude,gps_longitude,local_date,value
KOMATSU,PC130F,7,J12690,2019-01-10T01:31:00+07:00,-1.152333,103.192,2019-01-09,12197.0
KOMATSU,PC130F,7,J12689,2019-01-10T01:15:00+07:00,-1.245566,103.229766,2019-01-09,9315.0
KOMATSU,PC130F,7,J12688,2019-01-10T01:31:00+07:00,-1.198166,103.2389,2019-01-09,10638.0
KOMATSU,PC130F,7,J12687,2019-01-10T01:24:00+07:00,-1.182632,103.1827,2019-01-09,12645.0
KOMATSU,PC130F,7,J12686,2019-01-10T01:39:00+07:00,0.501432,116.283966,2019-01-09,7817.0
KOMATSU,PC130F,7,J12685,2019-01-10T01:31:00+07:00,0.492032,116.264699,2019-01-09,7977.0
KOMATSU,PC130F,7,J12684,2019-01-10T01:28:00+07:00,0.496633,116.289133,2019-01-09,8608.0
KOMATSU,PC130F,7,J12683,2019-01-05T01:11:00+07:00,0.5013,116.2839,2019-01-04,8431.0
KOMATSU,PC130F,7,J12682,2019-01-09T01:13:00+07:00,0.496566,116.289233,2019-01-08,7224.0
KOMATSU,PC130F,7,J12681,2019-01-10T01:17:00+07:00,3.293666,117.125433,2019-01-09,4771.0
KOMATSU,PC130F,7,J12680,2019-01-10T01:06:00+07:00,3.289532,117.1283,2019-01-09,4445.0
KOMATSU,PC130F,7,J12679,2017-08-20T23:23:00+07:00,-1.414266,113.416432,2017-08-20,2322.0
KOMATSU,PC130F,7,J12678,2018-08-30T00:50:00+07:00,-2.477166,116.459299,2018-08-29,5275.0
KOMATSU,PC130F,7,J12677,2019-01-10T01:37:00+07:00,0.826699,100.917533,2019-01-09,5671.0
KOMATSU,PC130F,7,J12676,2019-01-10T01:15:00+07:00,0.169433,117.0965,2019-01-09,5176.0
KOMATSU,PC130F,7,J12675,2019-01-09T01:01:00+07:00,0.169766,117.096466,2019-01-08,4688.0
KOMATSU,PC130F,7,J12674,2019-01-07T01:34:00+07:00,0.169433,117.0965,2019-01-06,4707.0
KOMATSU,PC130F,7,J12673,2019-01-10T01:29:00+07:00,0.169666,117.096466,2019-01-09,5068.0
KOMATSU,PC130F,7,J12672,2016-04-08T01:17:00+07:00,-1.171933,102.203499,2016-04-07,295.0
KOMATSU,PC130F,7,J12671,2016-10-12T01:30:00+07:00,0.5869,101.3952,2016-10-11,1263.0
KOMATSU,PC130F,7,J12670,2018-12-08T00:04:00+07:00,0.462166,101.415766,2018-12-07,3752.0
KOMATSU,PC130F,7,J12669,2019-01-10T01:30:00+07:00,-1.212799,103.193133,2019-01-09,11811.0
KOMATSU,PC130F,7,J12668,2019-01-10T01:36:00+07:00,-1.215166,103.192632,2019-01-09,12662.0
KOMATSU,PC130F,7,J12667,2017-06-16T12:54:00+07:00,-0.996667,103.021133,2019-01-04,10481.0
KOMATSU,PC130F,7,J12666,2018-12-26T01:35:00+07:00,-1.437533,103.228533,2018-12-25,7950.0
KOMATSU,PC130F,7,J12665,2019-01-10T01:05:00+07:00,-1.431933,103.223599,2019-01-09,9997.0
KOMATSU,PC130F,7,J12664,2018-12-24T01:12:00+07:00,-0.904733,102.915499,2018-12-23,8203.0
KOMATSU,PC130F,7,J12663,2018-06-09T01:38:00+07:00,1.1789,101.483099,2018-06-08,7134.0
KOMATSU,PC130F,7,J12662,2019-01-10T01:29:00+07:00,0.894899,101.946033,2019-01-09,10609.0
KOMATSU,PC130F,7,J12661,2019-01-10T00:45:00+07:00,-1.146033,103.2552,2019-01-09,8308.0
KOMATSU,PC130F,7,J12660,2018-07-11T07:31:00+07:00,-1.1869,103.211332,2019-01-09,9999.0
KOMATSU,PC130F,7,J12659,2019-01-10T01:10:00+07:00,-1.146166,103.255266,2019-01-09,9002.0
KOMATSU,PC130F,7,J12658,2018-10-19T07:14:00+07:00,-0.2076,102.911599,2019-01-09,11828.0
KOMATSU,PC130F,7,J12657,2019-01-09T01:05:00+07:00,-0.086966,101.442166,2019-01-08,10083.0
KOMATSU,PC130F,7,J12656,2019-01-10T01:10:00+07:00,-3.120132,105.493633,2019-01-09,3572.0
KOMATSU,PC130F,7,J12655,2016-12-01T00:57:00+07:00,-2.295299,102.608866,2016-11-30,1144.0
KOMATSU,PC130F,7,J12654,2017-01-12T10:02:00+07:00,-2.173266,102.508733,2017-01-11,1219.0
KOMATSU,PC130F,7,J12653,2018-09-23T18:26:00+07:00,-1.063466,103.090866,2019-01-09,7316.0
KOMATSU,PC130F,7,J12652,2018-12-25T08:30:00+07:00,-1.144466,103.315366,2018-12-25,14564.0
KOMATSU,PC130F,7,J12651,2016-11-12T01:22:00+07:00,-2.124666,103.775366,2016-11-11,2319.0
KOMATSU,PC130F,7,J12650,2019-01-10T01:12:00+07:00,1.517399,102.248966,2019-01-09,3525.0
KOMATSU,PC130F,7,J12649,2019-01-10T01:13:00+07:00,1.175666,102.285499,2019-01-09,4147.0
KOMATSU,PC130F,7,J12648,2019-01-10T01:16:00+07:00,1.197967,102.265266,2019-01-09,3910.0
KOMATSU,PC130F,7,J12647,2016-10-10T17:01:00+07:00,1.733666,101.136766,2016-10-10,1974.0
KOMATSU,PC130F,7,J12646,2018-09-21T14:20:00+07:00,-7.392066,109.891199,2019-01-09,2432.0
KOMATSU,PC130F,7,J12645,2018-05-26T01:15:00+07:00,-1.4777,103.781133,2018-05-25,5326.0
KOMATSU,PC130F,7,J12644,2019-01-06T00:11:00+07:00,-5.0244,120.273333,2019-01-04,95.0
KOMATSU,PC130F,7,J12643,2019-01-05T16:50:00+07:00,-1.362,103.880499,2018-12-27,9075.0
KOMATSU,PC130F,7,J12641,2019-01-10T01:36:00+07:00,3.4869,116.991432,2019-01-09,1501.0
KOMATSU,PC130F,7,J12640,2019-01-10T01:10:00+07:00,-2.223033,104.454199,2019-01-09,13869.0
KOMATSU,PC130F,7,J12639,2019-01-10T01:16:00+07:00,-2.224333,104.4539,2019-01-09,14125.0
KOMATSU,PC130F,7,J12638,2019-01-10T01:44:00+07:00,-0.2988,101.752866,2019-01-09,14101.0
KOMATSU,PC130F,7,J12637,2019-01-10T01:32:00+07:00,-0.298832,101.752899,2019-01-09,14422.0
KOMATSU,PC130F,7,J12636,2018-09-29T06:17:00+07:00,-0.256966,102.9189,2019-01-09,13623.0
KOMATSU,PC130F,7,J12635,2019-01-08T01:11:00+07:00,-0.372433,102.783033,2019-01-07,13631.0
KOMATSU,PC130F,7,J12634,2018-12-27T01:10:00+07:00,-0.904899,102.915533,2018-12-26,11147.0
KOMATSU,PC130F,7,J12633,2017-04-10T01:07:00+07:00,-0.210266,102.971667,2017-04-09,3146.0
KOMATSU,PC130F,7,J12632,2019-01-10T01:25:00+07:00,0.169566,117.0965,2019-01-09,5773.0
KOMATSU,PC130F,7,J12631,2016-07-26T01:03:00+07:00,0.7483,101.532066,2016-07-25,1510.0
KOMATSU,PC130F,7,J12630,2019-01-10T01:12:00+07:00,0.801866,102.252233,2019-01-09,13196.0
KOMATSU,PC130F,7,J12629,2019-01-10T01:10:00+07:00,-0.298832,101.752866,2019-01-09,19197.0
KOMATSU,PC130F,7,J12628,2019-01-10T01:23:00+07:00,0.8019,102.252466,2019-01-09,13282.0
KOMATSU,PC130F,7,J12627,2018-06-12T11:07:00+07:00,0.805933,102.252367,2019-01-09,12516.0
KOMATSU,PC130F,7,J12626,2018-12-24T01:30:00+07:00,0.806166,102.252333,2018-12-23,12576.0
KOMATSU,PC130F,7,J12625,2019-01-10T01:05:00+07:00,0.248433,110.694066,2019-01-09,10097.0
KOMATSU,PC130F,7,J12624,2019-01-10T01:24:00+07:00,0.501432,116.283932,2019-01-09,7880.0
KOMATSU,PC130F,7,J12623,2019-01-10T01:17:00+07:00,-2.800066,114.212533,2019-01-09,8404.0
KOMATSU,PC130F,7,J12622,2018-10-07T08:19:00+07:00,-0.938866,109.765599,2018-10-07,8753.0
KOMATSU,PC130F,7,J12621,2019-01-10T00:59:00+07:00,-0.021332,115.9394,2019-01-09,7926.0
KOMATSU,PC130F,7,J12620,2019-01-10T01:04:00+07:00,-0.021266,115.945999,2019-01-09,9433.0
KOMATSU,PC130F,7,J12619,2019-01-10T00:56:00+07:00,-0.021133,115.939233,2019-01-09,7922.0
KOMATSU,PC130F,7,J12618,2019-01-10T01:35:00+07:00,-0.021133,115.939466,2019-01-09,7463.0
KOMATSU,PC130F,7,J12617,2018-12-21T01:00:00+07:00,-0.021067,115.939233,2018-12-20,8946.0
KOMATSU,PC130F,7,J12616,2019-01-10T01:39:00+07:00,0.065433,115.9582,2019-01-09,14494.0
KOMATSU,PC130F,7,J12615,2018-09-20T06:54:00+07:00,0.068166,115.9671,2018-09-19,8406.0
KOMATSU,PC130F,7,J12614,2019-01-10T01:18:00+07:00,-0.020966,115.939633,2019-01-09,9564.0
KOMATSU,PC130F,7,J12613,2019-01-10T01:25:00+07:00,-0.0146,115.9464,2019-01-09,8628.0
KOMATSU,PC130F,7,J12612,2019-01-10T01:10:00+07:00,-2.8014,114.212433,2019-01-09,8591.0
KOMATSU,PC130F,7,J12611,2019-01-10T01:29:00+07:00,-5.002566,119.510233,2019-01-09,1843.0
KOMATSU,PC130F,7,J12610,2019-01-10T01:19:00+07:00,-0.014167,115.933733,2019-01-09,8782.0
KOMATSU,PC130F,7,J12609,2019-01-10T00:59:00+07:00,-2.0846,111.796033,2019-01-09,9867.0
KOMATSU,PC130F,7,J12608,2019-01-10T01:30:00+07:00,-0.021133,115.939333,2019-01-09,7638.0
KOMATSU,PC130F,7,J12607,2019-01-10T01:10:00+07:00,-0.013133,115.932733,2019-01-09,8518.0
KOMATSU,PC130F,7,J12606,2019-01-10T01:00:00+07:00,-0.018599,115.924099,2019-01-09,8845.0
KOMATSU,PC130F,7,J12605,2019-01-10T01:06:00+07:00,0.0052,115.870666,2019-01-09,7593.0
KOMATSU,PC130F,7,J12604,2019-01-10T01:16:00+07:00,0.393699,110.745299,2019-01-09,9946.0
KOMATSU,PC130F,7,J12603,2019-01-09T10:44:00+07:00,0.342367,110.716733,2019-01-09,8525.0
KOMATSU,PC130F,7,J12602,2018-12-11T09:20:00+07:00,-0.710166,109.896667,2018-12-11,11271.0
KOMATSU,PC130F,7,J12601,2019-01-10T00:03:00+07:00,-0.709799,109.897199,2019-01-09,6656.0
KOMATSU,PC130F,7,J12600,2019-01-10T01:23:00+07:00,-1.944466,104.168966,2019-01-09,11614.0
KOMATSU,PC130F,7,J12599,2019-01-10T01:35:00+07:00,-3.259566,120.337766,2019-01-09,7521.0
KOMATSU,PC130F,7,J12598,2019-01-10T01:43:00+07:00,-0.819333,103.451866,2019-01-09,7482.0
KOMATSU,PC130F,7,J12597,2018-04-14T01:27:00+07:00,-0.023633,115.823966,2018-04-13,7424.0
KOMATSU,PC130F,7,J12596,2019-01-10T01:14:00+07:00,-3.115633,105.495233,2019-01-09,9909.0
KOMATSU,PC130F,7,J12595,2019-01-10T01:14:00+07:00,-2.990132,105.673232,2019-01-09,9440.0
KOMATSU,PC130F,7,J12594,2019-01-09T01:39:00+07:00,1.500866,101.764867,2019-01-08,10723.0
KOMATSU,PC130F,7,J12593,2019-01-07T10:06:00+07:00,-1.130766,117.013366,2019-01-07,3197.0
KOMATSU,PC130F,7,J12592,2019-01-10T01:35:00+07:00,-3.2296,114.606633,2019-01-09,3167.0
KOMATSU,PC130F,7,J12591,2018-07-23T19:06:00+07:00,0.025366,112.008866,2018-07-22,738.0
KOMATSU,PC130F,7,J12590,2019-01-02T18:42:00+07:00,-6.229099,107.104233,2019-01-01,1580.0
KOMATSU,PC130F,7,J12589,2019-01-10T01:06:00+07:00,-1.438733,112.878166,2019-01-09,11899.0
KOMATSU,PC130F,7,J12588,2019-01-10T00:45:00+07:00,-3.072266,102.147266,2019-01-09,3366.0
KOMATSU,PC130F,7,J12587,2018-12-20T07:39:00+07:00,1.081033,101.097866,2018-12-18,3062.0
KOMATSU,PC130F,7,J12586,2019-01-10T00:10:00+07:00,-1.514366,132.110599,2019-01-09,853.0
KOMATSU,PC130F,7,J12585,2018-01-25T01:06:00+07:00,-0.082967,109.390566,2018-01-24,2930.0
KOMATSU,PC130F,7,J12584,2019-01-10T01:27:00+07:00,-3.256833,114.2614,2019-01-09,6505.0
KOMATSU,PC130F,7,J12583,2016-10-27T01:33:00+07:00,-6.814299,109.078266,2016-10-26,428.0
KOMATSU,PC130F,7,J12582,2019-01-10T01:43:00+07:00,0.485966,111.150299,2019-01-09,3275.0
KOMATSU,PC130F,7,J12581,2019-01-10T01:14:00+07:00,-5.299966,105.821432,2019-01-09,4620.0
KOMATSU,PC130F,7,J12580,2019-01-10T01:35:00+07:00,-0.480866,110.253066,2019-01-09,5842.0
KOMATSU,PC130F,7,J12579,2018-06-30T17:49:00+07:00,3.6314,98.964733,2019-01-09,896.0
KOMATSU,PC130F,7,J12578,2019-01-06T18:30:00+07:00,-1.200766,114.032632,2019-01-09,5384.0
KOMATSU,PC130F,7,J12577,2018-02-25T11:50:00+07:00,-1.187533,113.9676,2019-01-09,5124.0
KOMATSU,PC130F,7,J12576,2019-01-10T01:34:00+07:00,-0.023533,115.824299,2019-01-09,8283.0
KOMATSU,PC130F,7,J12575,2019-01-10T01:32:00+07:00,-0.052399,115.746466,2019-01-09,8568.0
KOMATSU,PC130F,7,J12574,2017-05-16T01:23:00+07:00,-0.184466,101.347766,2017-05-15,5703.0
KOMATSU,PC130F,7,J12573,2017-02-17T01:31:00+07:00,0.111266,101.347833,2017-02-16,4796.0
KOMATSU,PC130F,7,J12572,2017-11-04T17:36:00+07:00,-3.482866,103.486833,2019-01-04,7821.0
KOMATSU,PC130F,7,J12571,2019-01-07T01:19:00+07:00,0.065633,115.957866,2019-01-06,10357.0
KOMATSU,PC130F,7,J12570,2019-01-07T01:31:00+07:00,-4.431599,104.563666,2019-01-06,11379.0
KOMATSU,PC130F,7,J12569,2018-12-13T07:57:00+07:00,-4.431566,104.563466,2018-12-12,11823.0
KOMATSU,PC130F,7,J12568,2019-01-10T00:56:00+07:00,-0.0213,115.939466,2019-01-09,8137.0
KOMATSU,PC130F,7,J12567,2019-01-10T00:56:00+07:00,-3.452032,104.0157,2019-01-09,10921.0
KOMATSU,PC130F,7,J12566,2019-01-10T01:17:00+07:00,-0.6646,109.878066,2019-01-09,8046.0
KOMATSU,PC130F,7,J12565,2018-10-24T10:07:00+07:00,0.040666,110.835999,2019-01-09,8733.0
KOMATSU,PC130F,7,J12564,2017-06-18T01:10:00+07:00,0.118333,109.788133,2017-06-17,5051.0
KOMATSU,PC130F,7,J12563,2019-01-09T01:32:00+07:00,-0.673567,109.880933,2019-01-08,9841.0
KOMATSU,PC130F,7,J12562,2018-12-26T00:59:00+07:00,-0.710266,109.896933,2018-12-25,7050.0
KOMATSU,PC130F,7,J12561,2019-01-10T01:16:00+07:00,0.482967,116.277833,2019-01-09,9037.0
KOMATSU,PC130F,7,J12560,2018-12-29T01:01:00+07:00,0.5013,116.284066,2018-12-28,7858.0
KOMATSU,PC130F,7,J12559,2019-01-10T01:19:00+07:00,0.483633,116.276566,2019-01-09,9406.0
KOMATSU,PC130F,7,J12558,2018-12-24T10:35:00+07:00,0.067733,115.965333,2018-12-24,8577.0
KOMATSU,PC130F,7,J12557,2019-01-10T01:20:00+07:00,-0.021133,115.939233,2019-01-09,8838.0
KOMATSU,PC130F,7,J12556,2019-01-10T00:59:00+07:00,-2.110166,104.474,2019-01-09,15212.0
KOMATSU,PC130F,7,J12555,2019-01-10T01:05:00+07:00,-2.110299,104.474,2019-01-09,15385.0
KOMATSU,PC130F,7,J12554,2019-01-10T01:25:00+07:00,-2.109867,104.474033,2019-01-09,16236.0
KOMATSU,PC130F,7,J12553,2019-01-10T01:17:00+07:00,-0.843599,102.954199,2019-01-09,18303.0
KOMATSU,PC130F,7,J12552,2019-01-10T01:02:00+07:00,-1.034699,103.204266,2019-01-09,9306.0
KOMATSU,PC130F,7,J12551,2019-01-10T01:01:00+07:00,-1.146033,103.255333,2019-01-09,9737.0
KOMATSU,PC130F,7,J12550,2019-01-10T01:24:00+07:00,-1.146033,103.255666,2019-01-09,8750.0
KOMATSU,PC130F,7,J12549,2019-01-10T01:41:00+07:00,-1.0615,103.311233,2019-01-09,10134.0
KOMATSU,PC130F,7,J12548,2019-01-10T01:34:00+07:00,-1.146033,103.255266,2019-01-09,10190.0
KOMATSU,PC130F,7,J12547,2019-01-10T01:20:00+07:00,-1.1634,103.187933,2019-01-09,11324.0
KOMATSU,PC130F,7,J12546,2018-06-15T03:06:00+07:00,-0.736766,116.777333,2018-06-21,9664.0
KOMATSU,PC130F,7,J12545,2018-10-01T04:54:00+07:00,0.502632,101.417899,2018-10-01,11607.0
KOMATSU,PC130F,7,J12544,2018-12-31T01:05:00+07:00,-2.123832,104.455633,2018-12-30,13969.0
KOMATSU,PC130F,7,J12543,2019-01-10T01:02:00+07:00,-1.182166,103.3277,2019-01-09,9571.0
KOMATSU,PC130F,7,J12542,2018-07-09T01:15:00+07:00,-0.904,102.915467,2018-07-08,8577.0
KOMATSU,PC130F,7,J12541,2018-12-26T01:03:00+07:00,-1.237733,103.233633,2018-12-25,12465.0
KOMATSU,PC130F,7,J12540,2019-01-10T01:38:00+07:00,-1.049966,103.4682,2019-01-09,9578.0
KOMATSU,PC130F,7,J12539,2019-01-10T01:06:00+07:00,-1.201799,103.137866,2019-01-09,13222.0
KOMATSU,PC130F,7,J12538,2018-10-04T00:13:00+07:00,-0.589799,117.132666,2018-10-03,4286.0
KOMATSU,PC130F,7,J12537,2017-04-02T01:09:00+07:00,-0.901966,116.693599,2017-04-01,1494.0
KOMATSU,PC130F,7,J12536,2018-11-06T01:11:00+07:00,-0.9009,116.704299,2018-11-05,6476.0
KOMATSU,PC130F,7,J12535,2019-01-10T01:33:00+07:00,-0.8121,116.783499,2019-01-09,7193.0
KOMATSU,PC130F,7,J12534,2019-01-10T01:40:00+07:00,-0.214066,102.9101,2019-01-09,10666.0
KOMATSU,PC130F,7,J12533,2019-01-10T01:19:00+07:00,-0.424633,110.2119,2019-01-09,5195.0
KOMATSU,PC130F,7,J12532,2019-01-10T01:31:00+07:00,-7.677967,110.718333,2019-01-09,3000.0
KOMATSU,PC130F,7,J12531,2018-09-08T00:58:00+07:00,-1.352466,104.005233,2018-09-07,9938.0
KOMATSU,PC130F,7,J12530,2019-01-10T00:59:00+07:00,-1.166766,103.650633,2019-01-09,9387.0
KOMATSU,PC130F,7,J12527,2016-10-03T05:34:00+07:00,-2.732032,121.7332,2019-01-09,4816.0
KOMATSU,PC130F,7,J12526,2019-01-10T01:22:00+07:00,-0.917233,110.199433,2019-01-09,6411.0
KOMATSU,PC130F,7,J12525,2019-01-10T01:43:00+07:00,1.497133,101.764966,2019-01-09,13738.0
KOMATSU,PC130F,7,J12524,2019-01-10T01:26:00+07:00,1.496599,101.764333,2019-01-09,11371.0
KOMATSU,PC130F,7,J12523,2018-12-30T16:48:00+07:00,-1.088232,103.684233,2019-01-09,6510.0
KOMATSU,PC130F,7,J12522,2019-01-10T01:37:00+07:00,-0.209133,102.9019,2019-01-09,10682.0
KOMATSU,PC130F,7,J12521,2019-01-10T01:10:00+07:00,0.894833,101.944799,2019-01-09,9547.0
KOMATSU,PC130F,7,J12520,2018-01-12T09:06:00+07:00,-1.745,104.162066,2019-01-09,10404.0
KOMATSU,PC130F,7,J12519,2019-01-10T01:17:00+07:00,-0.344066,101.775633,2019-01-09,12341.0
KOMATSU,PC130F,7,J12518,2019-01-10T01:16:00+07:00,-3.1202,105.493433,2019-01-09,9235.0
KOMATSU,PC130F,7,J12517,2019-01-10T04:48:00+07:00,0.202999,102.407333,2019-01-09,12294.0
KOMATSU,PC130F,7,J12516,2019-01-10T00:56:00+07:00,1.500999,101.765933,2019-01-09,12229.0
KOMATSU,PC130F,7,J12515,2019-01-10T00:10:00+07:00,1.3119,102.030766,2019-01-09,11277.0
KOMATSU,PC130F,7,J12514,2019-01-10T01:27:00+07:00,1.175566,102.2839,2019-01-09,40748.0
KOMATSU,PC130F,7,J12513,2019-01-10T01:27:00+07:00,-0.298832,101.752933,2019-01-09,12779.0
KOMATSU,PC130F,7,J12512,2019-01-10T01:30:00+07:00,-3.1209,105.493567,2019-01-09,8555.0
KOMATSU,PC130F,7,J12511,2019-01-10T00:58:00+07:00,-0.311266,101.768033,2019-01-09,13573.0
KOMATSU,PC130F,7,J12510,2019-01-10T01:34:00+07:00,1.316099,102.0295,2019-01-09,10714.0
KOMATSU,PC130F,7,J12509,2019-01-10T01:13:00+07:00,-1.452899,102.955933,2019-01-09,10224.0
KOMATSU,PC130F,7,J12508,2019-01-03T01:27:00+07:00,-1.427967,102.9808,2019-01-02,9034.0
KOMATSU,PC130F,7,J12507,2019-01-10T01:12:00+07:00,-1.446266,102.956833,2019-01-09,9936.0
KOMATSU,PC130F,7,J12506,2019-01-02T01:20:00+07:00,-1.446199,102.956799,2019-01-01,8874.0
KOMATSU,PC130F,7,J12505,2018-12-04T01:21:00+07:00,-1.4288,102.997,2018-12-03,9047.0
KOMATSU,PC130F,7,J12504,2018-09-20T02:14:00+08:00,0.565033,102.939466,2018-09-19,8773.0
KOMATSU,PC130F,7,J12503,2019-01-10T01:04:00+07:00,1.3477,101.929333,2019-01-09,6245.0
KOMATSU,PC130F,7,J12502,2019-01-10T01:19:00+07:00,1.3296,101.926566,2019-01-09,10139.0
KOMATSU,PC130F,7,J12501,2019-01-09T01:22:00+07:00,-0.375766,101.988633,2019-01-08,10700.0
KOMATSU,PC130F,7,J12500,2019-01-10T01:36:00+07:00,-0.379933,101.984266,2019-01-09,9224.0
KOMATSU,PC130F,7,J12499,2019-01-10T01:16:00+07:00,1.335999,101.933599,2019-01-09,10238.0
KOMATSU,PC130F,7,J12498,2016-12-05T02:01:00+08:00,0.555132,102.900066,2016-12-04,3022.0
KOMATSU,PC130F,7,J12497,2018-12-14T01:09:00+08:00,0.565599,102.939366,2018-12-13,10208.0
KOMATSU,PC130F,7,J12496,2019-01-10T01:21:00+07:00,-3.8513,103.9283,2019-01-09,2728.0
KOMATSU,PC130F,7,J12495,2019-01-10T01:30:00+07:00,1.517766,101.785999,2019-01-09,17278.0
KOMATSU,PC130F,7,J12494,2019-01-10T01:07:00+07:00,1.5283,101.7969,2019-01-09,16831.0
KOMATSU,PC130F,7,J12493,2019-01-10T01:23:00+07:00,1.518766,101.786099,2019-01-09,15976.0
KOMATSU,PC130F,7,J12492,2019-01-10T01:35:00+07:00,0.615299,102.1196,2019-01-09,13944.0
KOMATSU,PC130F,7,J12491,2018-03-02T18:18:00+07:00,-3.096133,105.9432,2018-12-30,11304.0
KOMATSU,PC130F,7,J12490,2018-04-30T08:51:00+07:00,-3.075066,105.938966,2018-05-08,9000.0
KOMATSU,PC130F,7,J12489,2017-08-21T01:21:00+07:00,1.559133,101.795299,2017-08-20,9216.0
KOMATSU,PC130F,7,J12488,2019-01-10T01:36:00+07:00,0.6083,102.119033,2019-01-09,13761.0
KOMATSU,PC130F,7,J12487,2019-01-10T01:27:00+07:00,0.497166,101.370333,2019-01-09,13827.0
KOMATSU,PC130F,7,J12486,2019-01-10T01:32:00+07:00,-1.912666,104.177367,2019-01-09,11071.0
KOMATSU,PC130F,7,J12485,2019-01-10T01:21:00+07:00,-1.911633,104.175033,2019-01-09,10134.0
KOMATSU,PC130F,7,J12484,2018-11-22T01:00:00+07:00,-2.918666,104.6845,2018-11-21,7704.0
KOMATSU,PC130F,7,J12483,2018-02-18T12:28:00+07:00,-1.250399,103.610066,2019-01-09,17450.0
KOMATSU,PC130F,7,J12482,2019-01-09T06:52:00+07:00,-3.1208,105.493633,2019-01-09,8333.0
KOMATSU,PC130F,7,J12481,2019-01-10T01:44:00+07:00,-2.990266,105.6732,2019-01-09,6932.0
KOMATSU,PC130F,7,J12480,2019-01-10T01:31:00+07:00,-3.120833,105.493633,2019-01-09,8690.0
KOMATSU,PC130F,7,J12479,2019-01-10T01:38:00+07:00,-3.120132,105.493666,2019-01-09,8359.0
KOMATSU,PC130F,7,J12478,2019-01-10T01:11:00+07:00,-3.1159,105.493932,2019-01-09,7359.0
KOMATSU,PC130F,7,J12477,2019-01-10T01:21:00+07:00,1.348099,101.961667,2019-01-09,10784.0
KOMATSU,PC130F,7,J12476,2019-01-10T01:10:00+07:00,0.047367,101.408133,2019-01-09,8608.0
KOMATSU,PC130F,7,J12475,2019-01-10T01:37:00+07:00,-3.532266,119.743832,2019-01-09,359.0
KOMATSU,PC130F,7,J12473,2019-01-10T01:14:00+07:00,-0.087533,101.440433,2019-01-09,8673.0
KOMATSU,PC130F,7,J12472,2019-01-09T00:58:00+07:00,-3.119933,104.328333,2019-01-08,7924.0
KOMATSU,PC130F,7,J12471,2019-01-10T01:27:00+07:00,-0.819366,103.451966,2019-01-09,7685.0
KOMATSU,PC130F,7,J12470,2019-01-10T01:07:00+07:00,0.151166,101.287833,2019-01-09,1313.0
KOMATSU,PC130F,7,J12469,2019-01-10T01:23:00+07:00,-0.8188,133.591533,2019-01-09,3741.0
KOMATSU,PC130F,7,J12468,2019-01-09T11:16:00+08:00,-0.982833,110.499133,2019-01-09,3823.0
KOMATSU,PC130F,7,J12467,2019-01-09T01:10:00+07:00,-0.929199,109.784867,2019-01-08,5229.0
KOMATSU,PC130F,7,J12466,2019-01-10T01:28:00+07:00,-0.929199,109.784899,2019-01-09,402.0
KOMATSU,PC130F,7,J12465,2019-01-10T01:42:00+07:00,-0.060333,111.167999,2019-01-09,2034.0
KOMATSU,PC130F,7,J12464,2019-01-10T00:55:00+07:00,0.1064,111.333366,2019-01-09,2030.0
KOMATSU,PC130F,7,J12463,2019-01-10T02:23:00+08:00,0.270066,111.304099,2019-01-09,7783.0
KOMATSU,PC130F,7,J12462,2018-06-21T01:15:00+07:00,3.855399,117.342166,2018-06-20,2110.0
KOMATSU,PC130F,7,J12461,2019-01-10T01:19:00+07:00,0.058133,110.507433,2019-01-09,5195.0
KOMATSU,PC130F,7,J12460,2019-01-10T01:31:00+07:00,3.832399,117.3196,2019-01-09,3759.0
KOMATSU,PC130F,7,J12459,2019-01-10T01:58:00+08:00,1.322032,109.348699,2019-01-09,4528.0
KOMATSU,PC130F,7,J12458,2018-01-13T00:34:00+08:00,0.340433,110.759633,2019-01-09,9606.0
KOMATSU,PC130F,7,J12457,2019-01-10T01:02:00+07:00,0.564099,111.438567,2019-01-09,5957.0
KOMATSU,PC130F,7,J12456,2019-01-10T02:00:00+08:00,0.365132,111.2264,2019-01-09,8424.0
KOMATSU,PC130F,7,J12455,2018-04-20T11:00:00+07:00,-1.997967,110.830499,2019-01-09,6368.0
KOMATSU,PC130F,7,J12454,2019-01-10T00:59:00+07:00,0.133866,111.269566,2019-01-09,7136.0
KOMATSU,PC130F,7,J12453,2019-01-10T01:34:00+07:00,-1.517199,103.638766,2019-01-09,10919.0
KOMATSU,PC130F,7,J12452,2019-01-10T01:08:00+07:00,-1.117,103.584766,2019-01-09,17862.0
KOMATSU,PC130F,7,J12451,2019-01-09T13:56:00+07:00,-1.097566,103.609099,2019-01-09,7050.0
KOMATSU,PC130F,7,J12450,2019-01-10T00:58:00+07:00,-1.450933,103.986133,2019-01-09,6623.0
KOMATSU,PC130F,7,J12449,2018-11-18T00:58:00+07:00,5.890333,95.320966,2018-11-17,6373.0
KOMATSU,PC130F,7,J12448,2018-10-11T10:19:00+07:00,-2.9557,120.090366,2018-10-10,378.0
KOMATSU,PC130F,7,J12447,2019-01-10T01:10:00+07:00,-2.1052,104.464833,2019-01-09,15006.0
KOMATSU,PC130F,7,J12446,2019-01-10T01:00:00+07:00,-1.353699,103.7301,2019-01-09,16997.0
KOMATSU,PC130F,7,J12445,2018-12-21T02:34:00+08:00,0.575299,102.940732,2018-12-20,9358.0
